"pid","title","short_name","description","link","screenshot_url","status","type","terms","changed"
"415","Corolla","corolla","<p>Corolla is an advanced theme with ambitions for becoming .</p><p>Theme features:</p>","http://drupal.org/project/corolla","http://drupal.org/files/images/corolla-nq8.thumbnail.png","1","Themes","Themes","1272530869"
"416","Termcase","termcase","<p>The Termcase module gives site administrators the option to specify case-formatting on the terms within a vocabulary.</p><p>It prevents users to use different cases on terms. With termcase you can make sure all terms in a vocabulary begin with an uppercase or that they are all formatted to lowercase.</p><p>Currently, there are four options available:</p><p>You can define these settings per vocabulary. The module even enables you to update all existing terms in a vocabulary and select whether or not you want to convert synonyms as well.</p><p>Development of this module is sponsored by .</p>","http://drupal.org/project/termcase","http://drupal.org/files/images/termcase_interface.thumbnail.png","1","Modules","Modules","1272530869"
"417","ErrorNot notifier","errornot","<p>A notifier for the  centralized error management tool.</p>","http://drupal.org/project/errornot","","1","Modules","Modules","1272530869"
"418","443 Session","session443","<p>I pledge that 443 Session will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Inspired by a blog post on Cracking Drupal: , This project is for sites that use mixed security, or HTTPS for some pages and HTTP for the rest. More specifically, all logged in users will use HTTPS for their entire session, while anonymous users will use HTTP.</p><p>This configuration is often used to balance performance and security as HTTP pages offer much faster response times. Search engine optimization is also another big reason to have mixed security, as SEOs will encourage you to have HTTP rather than HTTPS pages indexed by search engines.</p><p>A potential issue in using such a configuration is session hijacking. This can happen when a user logs in on a HTTPS page but later navigates to a HTTP page. Under this scenario, the user's session cookie is sent unencrypted and in the clear. A potential attacker can steal this cookie and use it to gain access to the secure pages of the site.</p>","http://drupal.org/project/session443","","1","Modules","Modules","1272530869"
"419","Settings audit log","settings_audit_log","<p>Ever wanted to know what changed in the {variable} table? Who changed it? What the old value was?</p><p>Well, this is the module for you.</p><p>Using a database level trigger and a log of the connection id of the current request, we can log all of this. This should allow a bunch of other modules to be written on top of this one to allow for rollbacks etc.</p><p>Postgresql and Mysql supported, requires Mysql version greater than 5, and requires plpgsql installed on the Drupal database for Postgresql.</p><p>Module development sponsored by .</p>","http://drupal.org/project/settings_audit_log","","1","Modules","Modules","1272530869"
"420","Smashing Dilectio","smashing_dilectio","<p>.</p><p>This is a Drupal 7 implementation of the Dilectio WordPress theme which was originally  back in 2007.</p><p>I modified and greatly extended the original design in order to make full use of Drupal features. The entire theme was coded from scratch and does not rely on bloated core stylesheets.</p><p>Theme features:</p>","http://drupal.org/project/smashing_dilectio","http://drupal.org/files/images/dilectio2.thumbnail.png","1","Themes","Themes","1272530869"
"421","Koi","koi","<p>This is a Drupal 7 implementation of the Koi theme which was originally designed for WordPress by .</p><p>Theme features</p>","http://drupal.org/project/koi","http://drupal.org/files/images/koi_screenshot-nq8.thumbnail.png","1","Themes","Themes","1272530869"
"422","OG Access Admins","og_access_admins","<p>The OG Access Admins module allows to restrict permissions to change audience/visibility of posts belonging to a group to only administrators of this group.</p>","http://drupal.org/project/og_access_admins","http://drupal.org/files/images/og_access_admins.thumbnail.png","1","Modules","Modules","1272530869"
"423","Media: BlipTV","media_bliptv","<p>Media: BlipTV</p><p>Provides support for BlipTV videos at   to the Embedded Media
Field module, available at . Install that and
the included Embedded Video Field module.</p>","http://drupal.org/project/media_bliptv","","1","Modules","Modules","1272530869"
"424","Galerie","galerie","<p>The Galerie module provides (hopefuly) easy to use and clean galleries based on an API/submodules model.</p><p>itself provides a ""galerie"" node type and manages the display of galleries, while submodules retrieve content from different sources: local files,  or  for now.</p>","http://drupal.org/project/galerie","http://drupal.org/files/images/galerie.thumbnail.png","1","Modules","Modules","1272530869"
"425","Mystique Theme","mystique_theme","<p>This is a port of the popular Mystique theme from Wordpress. Mystique is a clean theme with a div based, fixed width, 2-column layout (content+right sidebar). The original Wordpress theme was created by . The Drupal port was developed by</p>","http://drupal.org/project/mystique_theme","http://drupal.org/files/images/Screenshot-mystique.thumbnail.png","1","Themes","Themes","1272530869"
